id,time,x,y,z
3141080584,0,440,284,290
3141080584,1,460,284,290
3141080584,2,480,284,290
3141080584,3,500,284,290
3141080584,4,520,284,290
3141080584,5,540,284,290
3141080584,6,560,284,290
3141080584,7,560,304,290
3141080584,8,560,324,290
3141080584,9,560,344,290
3141080584,10,560,364,290
3141080584,11,560,384,290
3141080584,12,560,404,290
3141080584,13,540,404,290
3141080584,14,520,404,290
3141080584,15,500,404,290
3141080584,16,480,404,290
3141080584,17,460,404,290
3141080584,18,440,404,290
3141080584,19,440,424,290
3141080584,20,440,444,290
3141080584,21,440,464,290
3141080584,22,440,484,290
3141080584,23,440,504,290
3141080584,24,440,524,290
3141080584,25,420,524,290
3141080584,26,400,524,290
3141080584,27,380,524,290
3141080584,28,360,524,290
3141080584,29,340,524,290
3141080584,30,320,524,290
3141080584,31,320,544,290
3141080584,32,320,564,290
3141080584,33,320,584,290
3141080584,34,320,604,290
3141080584,35,320,624,290
3141080584,36,320,644,290
3141080584,37,320,664,290
3141080584,38,320,684,290
3141080584,39,320,704,290
3141080584,40,320,724,290
3141080584,41,320,744,290
3141080584,42,320,764,290
3141080584,43,340,764,290
3141080584,44,360,764,290
3141080584,45,380,764,290
3141080584,46,400,764,290
3141080584,47,420,764,290
3141080584,48,440,764,290
3141080584,49,460,764,290
3141080584,50,480,764,290
3141080584,51,500,764,290
3141080584,52,520,764,290
3141080584,53,540,764,290
3141080584,54,560,764,290
3141080584,55,580,764,290
3141080584,56,600,764,290
3141080584,57,620,764,290
3141080584,58,640,764,290
3141080584,59,660,764,290
3141080584,60,680,764,290
3141080584,61,680,744,290
3141080584,62,680,724,290
3141080584,63,680,704,290
3141080584,64,680,684,290
3141080584,65,680,664,290
3141080584,66,680,644,290
3141080584,67,660,644,290
3141080584,68,640,644,290
3141080584,69,620,644,290
3141080584,70,600,644,290
3141080584,71,580,644,290
3141080584,72,560,644,290
3141080584,73,560,664,290
3141080584,74,560,684,290
3141080584,75,560,704,290
3141080584,76,560,724,290
3141080584,77,560,744,290
3141080584,78,560,764,290
3141080584,79,540,764,290
3141080584,80,520,764,290
3141080584,81,500,764,290
3141080584,82,480,764,290
3141080584,83,460,764,290
3141080584,84,440,764,290
3141080584,85,440,784,290
3141080584,86,440,804,290
3141080584,87,440,824,290
3141080584,88,440,844,290
3141080584,89,440,864,290
