id,time,x,y,z
3575897786,0,431,402,290
3575897786,1,451,402,290
3575897786,2,471,402,290
3575897786,3,491,402,290
3575897786,4,511,402,290
3575897786,5,531,402,290
3575897786,6,551,402,290
3575897786,7,571,402,290
3575897786,8,591,402,290
3575897786,9,611,402,290
3575897786,10,631,402,290
3575897786,11,651,402,290
3575897786,12,671,402,290
3575897786,13,671,422,290
3575897786,14,671,442,290
3575897786,15,671,462,290
3575897786,16,671,482,290
3575897786,17,671,502,290
3575897786,18,671,522,290
3575897786,19,691,522,290
3575897786,20,711,522,290
3575897786,21,731,522,290
3575897786,22,751,522,290
3575897786,23,771,522,290
3575897786,24,791,522,290
3575897786,25,791,502,290
3575897786,26,791,482,290
3575897786,27,791,462,290
3575897786,28,791,442,290
3575897786,29,791,422,290
3575897786,30,791,402,290
3575897786,31,811,402,290
3575897786,32,831,402,290
3575897786,33,851,402,290
3575897786,34,871,402,290
3575897786,35,891,402,290
3575897786,36,911,402,290
3575897786,37,911,382,290
3575897786,38,911,362,290
3575897786,39,911,342,290
3575897786,40,911,322,290
3575897786,41,911,302,290
3575897786,42,911,282,290
3575897786,43,891,282,290
3575897786,44,871,282,290
3575897786,45,851,282,290
3575897786,46,831,282,290
3575897786,47,811,282,290
3575897786,48,791,282,290
3575897786,49,791,302,290
3575897786,50,791,322,290
3575897786,51,791,342,290
3575897786,52,791,362,290
3575897786,53,791,382,290
3575897786,54,791,402,290
3575897786,55,811,402,290
3575897786,56,831,402,290
3575897786,57,851,402,290
3575897786,58,871,402,290
3575897786,59,891,402,290
3575897786,60,911,402,290
3575897786,61,931,402,290
3575897786,62,951,402,290
3575897786,63,971,402,290
3575897786,64,991,402,290
3575897786,65,1011,402,290
3575897786,66,1031,402,290
3575897786,67,1031,422,290
3575897786,68,1031,442,290
3575897786,69,1031,462,290
3575897786,70,1031,482,290
3575897786,71,1031,502,290
3575897786,72,1031,522,290
3575897786,73,1051,522,290
3575897786,74,1071,522,290
3575897786,75,1091,522,290
3575897786,76,1111,522,290
3575897786,77,1131,522,290
3575897786,78,1151,522,290
3575897786,79,1171,522,290
3575897786,80,1191,522,290
3575897786,81,1211,522,290
3575897786,82,1231,522,290
3575897786,83,1251,522,290
3575897786,84,1271,522,290
3575897786,85,1291,522,290
3575897786,86,1311,522,290
3575897786,87,1331,522,290
3575897786,88,1351,522,290
3575897786,89,1371,522,290
3575897786,90,1391,522,290
3575897786,91,1391,542,290
3575897786,92,1391,562,290
3575897786,93,1391,582,290
3575897786,94,1391,602,290
3575897786,95,1391,622,290
3575897787,0,554,758,290
3575897787,1,574,758,290
3575897787,2,594,758,290
3575897787,3,614,758,290
3575897787,4,634,758,290
3575897787,5,654,758,290
3575897787,6,674,758,290
3575897787,7,674,738,290
3575897787,8,674,718,290
3575897787,9,674,698,290
3575897787,10,674,678,290
3575897787,11,674,658,290
3575897787,12,674,638,290
3575897787,13,674,618,290
3575897787,14,674,598,290
3575897787,15,674,578,290
3575897787,16,674,558,290
3575897787,17,674,538,290
3575897787,18,674,518,290
3575897787,19,694,518,290
3575897787,20,714,518,290
3575897787,21,734,518,290
3575897787,22,754,518,290
3575897787,23,774,518,290
3575897787,24,794,518,290
3575897787,25,794,498,290
3575897787,26,794,478,290
3575897787,27,794,458,290
3575897787,28,794,438,290
3575897787,29,794,418,290
3575897787,30,794,398,290
3575897787,31,794,378,290
3575897787,32,794,358,290
3575897787,33,794,338,290
3575897787,34,794,318,290
3575897787,35,794,298,290
3575897787,36,794,278,290
3575897787,37,814,278,290
3575897787,38,834,278,290
3575897787,39,854,278,290
3575897787,40,874,278,290
3575897787,41,894,278,290
3575897787,42,914,278,290
3575897787,43,914,258,290
3575897787,44,914,238,290
3575897787,45,914,218,290
3575897787,46,914,198,290
3575897787,47,914,178,290
3575897787,48,914,158,290
3575897787,49,894,158,290
3575897787,50,874,158,290
3575897787,51,854,158,290
3575897787,52,834,158,290
3575897787,53,814,158,290
3575897787,54,794,158,290
3575897787,55,794,178,290
3575897787,56,794,198,290
3575897787,57,794,218,290
3575897787,58,794,238,290
3575897787,59,794,258,290
3575897787,60,794,278,290
3575897787,61,794,298,290
3575897787,62,794,318,290
3575897787,63,794,338,290
3575897787,64,794,358,290
3575897787,65,794,378,290
3575897787,66,794,398,290
3575897787,67,794,418,290
3575897787,68,794,438,290
3575897787,69,794,458,290
3575897787,70,794,478,290
3575897787,71,794,498,290
3575897787,72,794,518,290
3575897787,73,774,518,290
3575897787,74,754,518,290
3575897787,75,734,518,290
3575897787,76,714,518,290
3575897787,77,694,518,290
3575897787,78,674,518,290
3575897787,79,674,538,290
3575897787,80,674,558,290
3575897787,81,674,578,290
3575897787,82,674,598,290
3575897787,83,674,618,290
3575897787,84,674,638,290
3575897787,85,694,638,290
3575897787,86,714,638,290
3575897787,87,734,638,290
3575897787,88,754,638,290
3575897787,89,774,638,290
3575897787,90,794,638,290
3575897787,91,794,618,290
3575897787,92,794,598,290
3575897787,93,794,578,290
3575897787,94,794,558,290
3575897787,95,794,538,290
3575907788,0,850,644,290
3575907788,1,870,644,290
3575907788,2,890,644,290
3575907788,3,910,644,290
3575907788,4,930,644,290
3575907788,5,950,644,290
3575907788,6,970,644,290
3575907788,7,970,664,290
3575907788,8,970,684,290
3575907788,9,970,704,290
3575907788,10,970,724,290
3575907788,11,970,744,290
3575907788,12,970,764,290
3575907788,13,990,764,290
3575907788,14,1010,764,290
3575907788,15,1030,764,290
3575907788,16,1050,764,290
3575907788,17,1070,764,290
3575907788,18,1090,764,290
3575907788,19,1110,764,290
3575907788,20,1130,764,290
3575907788,21,1150,764,290
3575907788,22,1170,764,290
3575907788,23,1190,764,290
3575907788,24,1210,764,290
3575907788,25,1210,744,290
3575907788,26,1210,724,290
3575907788,27,1210,704,290
3575907788,28,1210,684,290
3575907788,29,1210,664,290
3575907788,30,1210,644,290
3575907788,31,1230,644,290
3575907788,32,1250,644,290
3575907788,33,1270,644,290
3575907788,34,1290,644,290
3575907788,35,1310,644,290
3575907788,36,1330,644,290
3575907788,37,1330,664,290
3575907788,38,1330,684,290
3575907788,39,1330,704,290
3575907788,40,1330,724,290
3575907788,41,1330,744,290
3575907788,42,1330,764,290
3575907788,43,1310,764,290
3575907788,44,1290,764,290
3575907788,45,1270,764,290
3575907788,46,1250,764,290
3575907788,47,1230,764,290
3575907788,48,1210,764,290
3575907788,49,1190,764,290
3575907788,50,1170,764,290
3575907788,51,1150,764,290
3575907788,52,1130,764,290
3575907788,53,1110,764,290
3575907788,54,1090,764,290
3575907788,55,1090,744,290
3575907788,56,1090,724,290
3575907788,57,1090,704,290
3575907788,58,1090,684,290
3575907788,59,1090,664,290
3575907788,60,1090,644,290
3575907788,61,1070,644,290
3575907788,62,1050,644,290
3575907788,63,1030,644,290
3575907788,64,1010,644,290
3575907788,65,990,644,290
3575907788,66,970,644,290
3575907788,67,990,644,290
3575907788,68,1010,644,290
3575907788,69,1030,644,290
3575907788,70,1050,644,290
3575907788,71,1070,644,290
3575907788,72,1090,644,290
3575907788,73,1090,664,290
3575907788,74,1090,684,290
3575907788,75,1090,704,290
3575907788,76,1090,724,290
3575907788,77,1090,744,290
3575907788,78,1090,764,290
3575907788,79,1090,784,290
3575907788,80,1090,804,290
3575907788,81,1090,824,290
3575907788,82,1090,844,290
3575907788,83,1090,864,290
3575907789,0,150,42,290
3575907789,1,170,42,290
3575907789,2,190,42,290
3575907789,3,210,42,290
3575907789,4,230,42,290
3575907789,5,250,42,290
3575907789,6,270,42,290
3575907789,7,270,62,290
3575907789,8,270,82,290
3575907789,9,270,102,290
3575907789,10,270,122,290
3575907789,11,270,142,290
3575907789,12,270,162,290
3575907789,13,270,182,290
3575907789,14,270,202,290
3575907789,15,270,222,290
3575907789,16,270,242,290
3575907789,17,270,262,290
3575907789,18,270,282,290
3575907789,19,290,282,290
3575907789,20,310,282,290
3575907789,21,330,282,290
3575907789,22,350,282,290
3575907789,23,370,282,290
3575907789,24,390,282,290
3575907789,25,390,262,290
3575907789,26,390,242,290
3575907789,27,390,222,290
3575907789,28,390,202,290
3575907789,29,390,182,290
3575907789,30,390,162,290
3575907789,31,410,162,290
3575907789,32,430,162,290
3575907789,33,450,162,290
3575907789,34,470,162,290
3575907789,35,490,162,290
3575907789,36,510,162,290
3575907789,37,510,142,290
3575907789,38,510,122,290
3575907789,39,510,102,290
3575907789,40,510,82,290
3575907789,41,510,62,290
3575907789,42,510,42,290
3575907789,43,530,42,290
3575907789,44,550,42,290
3575907789,45,570,42,290
3575907789,46,590,42,290
3575907789,47,610,42,290
3575907789,48,630,42,290
3575907789,49,630,62,290
3575907789,50,630,82,290
3575907789,51,630,102,290
3575907789,52,630,122,290
3575907789,53,630,142,290
3575907789,54,630,162,290
3575907789,55,610,162,290
