id,time,x,y,z
3142750594,0,609,916,290
3142750594,1,629,916,290
3142750594,2,649,916,290
3142750594,3,669,916,290
3142750594,4,689,916,290
3142750594,5,709,916,290
3142750594,6,729,916,290
3142750594,7,729,936,290
3142750594,8,729,956,290
3142750594,9,729,976,290
3142750594,10,729,996,290
3142750594,11,729,1016,290
3142750594,12,729,1036,290
3142750594,13,709,1036,290
3142750594,14,689,1036,290
3142750594,15,669,1036,290
3142750594,16,649,1036,290
3142750594,17,629,1036,290
3142750594,18,609,1036,290
3142750594,19,629,1036,290
3142750594,20,649,1036,290
3142750594,21,669,1036,290
3142750594,22,689,1036,290
3142750594,23,709,1036,290
3142750594,24,729,1036,290
3142750594,25,729,1056,290
3142750594,26,729,1076,290
3142750594,27,729,1096,290
3142750594,28,729,1116,290
3142750594,29,729,1136,290
3142750594,30,729,1156,290
3142750594,31,709,1156,290
3142750594,32,689,1156,290
3142750594,33,669,1156,290
3142750594,34,649,1156,290
3142750594,35,629,1156,290
3142750594,36,609,1156,290
3142750594,37,629,1156,290
3142750594,38,649,1156,290
3142750594,39,669,1156,290
3142750594,40,689,1156,290
3142750594,41,709,1156,290
3142750594,42,729,1156,290
3142750594,43,729,1136,290
3142750594,44,729,1116,290
3142750594,45,729,1096,290
3142750594,46,729,1076,290
3142750594,47,729,1056,290
3142750594,48,729,1036,290
3142750594,49,709,1036,290
3142750594,50,689,1036,290
3142750594,51,669,1036,290
3142750594,52,649,1036,290
3142750594,53,629,1036,290
3142750594,54,609,1036,290
3142750594,55,609,1056,290
3142750594,56,609,1076,290
3142750594,57,609,1096,290
3142750594,58,609,1116,290
3142750594,59,609,1136,290
3142750594,60,609,1156,290
3142750594,61,589,1156,290
3142750594,62,569,1156,290
3142750594,63,549,1156,290
3142750594,64,529,1156,290
3142750594,65,509,1156,290
3142750594,66,489,1156,290
3142750594,67,489,1176,290
3142750594,68,489,1196,290
3142750594,69,489,1216,290
3142750594,70,489,1236,290
3142750594,71,489,1256,290
3142750594,72,489,1276,290
